"size";"compares";"swaps";"time"
100;618;376;0,0
200;1577;825;0,0
300;2577;1560;0,0
400;3499;2254;0,0
500;4722;2566;0,0
600;5622;3087;0,0
700;6679;3849;0,0
800;7363;4748;0,0
900;9348;5634;0,0
1000;10315;6835;0,0
1100;11505;6692;0,0
1200;12446;7108;0,0
1300;13158;8186;0,0
1400;14846;8138;0,0
1500;16527;11030;0,0
1600;18133;9587;0,0
1700;19446;10976;0,0
1800;19597;12724;0,0
1900;23297;12231;0,0
2000;23473;13398;1,0
2100;23471;13895;0,0
2200;29884;15810;0,0
2300;26852;14766;0,0
2400;27294;16325;0,0
2500;30122;17172;0,0
2600;30631;18156;1,0
2700;34745;20360;0,0
2800;37403;20875;0,0
2900;35315;19987;1,0
3000;36366;21223;1,0
3100;36830;22027;0,0
3200;38685;22181;0,0
3300;40497;22643;0,0
3400;42702;23128;0,0
3500;45042;24959;0,0
3600;43816;24914;0,0
3700;45618;27524;1,0
3800;49703;28284;1,0
3900;48922;27381;1,0
4000;57086;28193;0,0
4100;52968;28652;0,0
4200;57596;34347;1,0
4300;57035;28795;1,0
4400;58004;30444;1,0
4500;59692;30336;1,0
4600;60720;30933;1,0
4700;62826;37221;1,0
4800;60747;36583;0,0
4900;62631;35254;0,0
5000;65863;36746;0,0
5100;67062;38933;0,0
5200;71239;43076;1,0
5300;77835;46121;1,0
5400;70592;41660;1,0
5500;73003;42145;1,0
5600;74028;41785;0,0
5700;82079;46547;1,0
5800;77399;45639;0,0
5900;82454;46128;0,0
6000;78820;46747;1,0
6100;89208;44550;1,0
6200;86117;49233;0,0
6300;81855;45350;1,0
6400;87898;52495;0,0
6500;88444;53665;1,0
6600;90428;53955;1,0
6700;92270;52302;0,0
6800;93897;55586;1,0
6900;94710;59497;1,0
7000;98392;57364;1,0
7100;102419;55553;1,0
7200;96859;54194;0,0
7300;102457;57130;1,0
7400;101946;60315;1,0
7500;104529;60805;1,0
7600;112785;60822;0,0
7700;108998;66041;1,0
7800;106014;61790;1,0
7900;110767;63224;1,0
8000;111227;67865;1,0
8100;111521;63208;1,0
8200;121665;64150;1,0
8300;119335;66093;1,0
8400;125846;61484;1,0
8500;121040;72231;1,0
8600;123195;72208;1,0
8700;128069;63357;1,0
8800;122204;75580;1,0
8900;122923;66324;1,0
9000;126605;70644;1,0
9100;128743;71300;1,0
9200;132231;77048;2,0
9300;137562;70835;1,0
9400;136668;79500;1,0
9500;140082;79021;1,0
9600;135699;74750;1,0
9700;146341;77330;1,0
9800;139686;79086;1,0
9900;139866;76347;2,0
10000;145862;85465;1,0
